label,treatment,flux,swc,ts,date_time,bulk_density,root_density,total_c_percent,total_n_percent,cn_ratio,c_stock_kgC_m2,flux_mgco2_kgc,porosity,wfps,micro,macro
11,NPK,0.780333333333333,0,27.933333333333305,2023-10-02T11:06:20Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.031615378364463244,76.7757038867924,0,3.559817,70.873689
11,NPK,0.66856,0.354656666666667,17.09889,2024-01-29T15:39:34Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.027086856932095973,76.7757038867924,0.46193867162666,3.559817,70.873689
11,NPK,0.634713333333333,0.29498,17.5055533333333,2024-01-30T13:09:13Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.02571555171247716,76.7757038867924,0.384210088695448,3.559817,70.873689
11,NPK,0.661473333333333,0.346746666666667,16.44111,2024-01-31T13:29:22Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.026799739057671145,76.7757038867924,0.451635933130555,3.559817,70.873689
11,NPK,0.634596666666667,0.363813333333333,15.85778,2024-02-05T14:11:46Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.025710824936557686,76.7757038867924,0.47386518770285,3.559817,70.873689
11,NPK,0.54986,0.31681,18.2255566666667,2024-02-06T14:55:31Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.02227770006085062,76.7757038867924,0.412643562952081,3.559817,70.873689
11,NPK,0.43974,0.33925,16.4022233333333,2024-02-07T16:31:17Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.017816163795799755,76.7757038867924,0.441871559393623,3.559817,70.873689
11,NPK,1.07388,0.209406666666667,16.4422233333333,2024-03-25T12:42:13Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.043508486780901065,76.7757038867924,0.272751216941549,3.559817,70.873689
11,NPK,0.983683333333333,0.3404,13.9333333333333,2024-03-27T09:27:08Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.039854148792161155,76.7757038867924,0.443369429086483,3.559817,70.873689
11,NPK,0.967763333333333,0.300943333333333,18.49,2024-03-29T10:30:57Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.039209146455259504,76.7757038867924,0.391977302841901,3.559817,70.873689
11,NPK,1.10745333333333,0.310466666666667,17.2,2024-04-01T08:47:52Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.044868717839794035,76.7757038867924,0.404381400559293,3.559817,70.873689
11,NPK,3.18165333333333,0.33161,26.4,2024-07-30T09:31:37Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.12890539165897774,76.7757038867924,0.431920494651494,3.559817,70.873689
11,NPK,4.57987666666667,0.255083333333333,28.6616666666667,2024-07-31T10:00:30Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.18555472064832576,76.7757038867924,0.332244864481425,3.559817,70.873689
11,NPK,3.99825666666667,0.180406666666667,27.171666666666695,2024-08-01T08:43:04Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.16199025713144521,76.7757038867924,0.234978850773782,3.559817,70.873689
11,NPK,3.67304333333333,0.164033333333333,27.9933333333333,2024-08-02T09:04:29Z,0.615443847,9.53213e-4,1.765,0.09,19.6111111111111,1.086258389955,0.14881416667971278,76.7757038867924,0.213652659668486,3.559817,70.873689
12,Disturbance,0.9,0,29.3833333333333,2023-06-06T09:32:00Z,0.947834835,3.22178e-4,2.52,0.16,15.75,2.3885437842,0.016582907234947892,64.2326477358491,0,1.299873,74.051432
12,Disturbance,0.906666666666667,0,37.52,2023-06-09T11:41:20Z,0.947834835,3.22178e-4,2.52,0.16,15.75,2.3885437842,0.0167057435848364,64.2326477358491,0,1.299873,74.051432
12,Disturbance,3.229,0.17,29.8833333333333,2023-06-12T12:04:30Z,0.947834835,3.22178e-4,2.52,0.16,15.75,2.3885437842,0.05949578606849639,64.2326477358491,0.264662918301468,1.299873,74.051432
12,Disturbance,0.962666666666667,0.24,NA,2023-06-16T10:36:00Z,0.947834835,3.22178e-4,2.52,0.16,15.75,2.3885437842,0.017737568923899827,64.2326477358491,0.373641767013837,1.299873,74.051432
